name,acc,short_l,short_l/2,short_l/5,med_l,med_l/2,med_l/5,long_l,long_l/2,long_l/5
3H01_1_A,89.3,35.185,25.926,10.0,100.0,100.0,100.0,100.0,100.0,100.0
4P7I_2_C,47.111,100.0,100.0,100.0,23.881,3.03,0.0,85.075,69.697,23.077
2CGQ_d2cgqa1,46.988,47.945,47.222,100.0,45.205,41.667,28.571,49.315,44.444,28.571
3HUG_2_B,62.591,56.481,35.185,23.81,75.926,62.963,66.667,59.259,53.704,33.333
2PXX_1_A,63.632,65.116,56.075,60.465,62.326,90.654,100.0,82.791,95.327,100.0
2LZP_1_A,57.336,87.097,86.667,83.333,100.0,100.0,100.0,100.0,100.0,100.0
2X0J_d2x0ja2,60.003,60.526,69.737,93.333,72.368,94.737,96.667,42.763,40.789,53.333
3BRD_4_D,78.667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1DOW_1_A,76.481,51.707,52.941,87.805,49.756,64.706,100.0,51.22,68.627,97.561
2Q0O_2_C,77.461,65.421,50.943,19.048,65.421,43.396,38.095,56.075,79.245,100.0
1HUS_1_A,58.258,30.323,38.961,67.742,41.29,41.558,70.968,53.548,51.948,41.935
4V9G_1_A5,65.363,70.69,68.966,27.273,100.0,100.0,100.0,100.0,100.0,100.0
3SU6_1_A,55.751,53.202,63.366,100.0,61.576,59.406,65.0,85.222,87.129,97.5
5D6H_2_B,50.135,61.842,42.105,30.0,92.105,93.421,93.333,47.368,42.105,53.333
4HOB_1_A,37.201,73.913,67.647,46.154,69.565,47.059,38.462,78.261,73.529,92.308
4GGN_1_A,61.299,54.331,46.032,64.0,62.205,47.619,36.0,48.819,50.794,72.0
3HNW_1_A,88.721,73.913,72.464,96.296,59.42,53.623,55.556,93.478,92.754,88.889
2R76_1_A,66.695,60.526,71.053,100.0,71.711,100.0,100.0,75.0,98.684,100.0
5GAE_34_h,84.976,63.78,60.317,64.0,100.0,100.0,100.0,100.0,100.0,100.0
2QZ7_1_A,56.622,46.907,64.948,100.0,75.773,89.691,100.0,91.237,96.907,100.0
1XNL_1_A,58.163,48.276,42.857,20.0,100.0,100.0,100.0,75.862,100.0,100.0
2GRK_1_A,61.505,62.719,56.14,40.0,76.316,71.053,55.556,66.667,64.912,68.889
3WKV_1_A,71.832,69.898,72.449,74.359,73.469,63.265,51.282,83.673,79.592,82.051
3PVI_2_A,65.556,57.325,69.231,100.0,70.064,64.103,83.871,63.057,52.564,64.516
5DCK_1_A,42.452,56.944,41.667,42.857,61.111,66.667,50.0,69.444,69.444,57.143
3F3X_1_A,70.374,52.778,68.056,100.0,61.111,66.667,100.0,43.056,30.556,25.0
4R7R_1_A,52.849,78.125,100.0,100.0,65.625,89.062,100.0,60.938,90.625,100.0
3HOI_1_A,60.718,54.404,55.208,94.737,56.995,51.042,84.211,84.456,100.0,100.0
3ONT_1_A,72.329,69.737,64.474,53.333,43.421,22.368,26.667,75.658,76.316,73.333
1EL6_1_A,76.838,62.1,66.972,97.674,69.863,80.734,100.0,62.1,57.798,69.767
4Y4O_45_1n,59.984,54.098,90.0,100.0,50.82,43.333,58.333,90.164,90.0,75.0
2DNN_1_A,62.68,58.716,72.222,100.0,64.22,85.185,100.0,98.165,100.0,100.0
2PPX_1_A,39.022,31.313,16.327,21.053,96.97,95.918,89.474,77.778,71.429,52.632
3ILH_1_A,56.024,57.534,46.575,55.172,56.164,56.164,86.207,90.411,98.63,100.0
3J6B_25_Y,62.519,40.952,28.846,38.095,80.952,67.308,52.381,67.619,36.538,9.524
1VM6_1_A,59.528,60.526,64.912,82.222,57.456,78.947,100.0,73.684,96.491,100.0
2MCF_1_A,51.187,60.135,55.405,68.966,57.432,35.135,20.69,80.405,81.081,86.207
2FCW_2_B,54.98,68.75,85.0,100.0,38.75,52.5,56.25,90.0,82.5,62.5
4H89_1_A,64.02,50.867,82.558,100.0,74.566,100.0,100.0,57.803,86.047,97.059
1H3O_2_B,72.845,36.842,28.947,20.0,32.895,28.947,13.333,67.105,60.526,46.667
2OUT_1_A,77.42,63.359,47.692,80.769,49.618,44.615,88.462,70.992,96.923,100.0
1I8L_d1i8lb2,55.206,85.106,89.362,94.444,79.787,85.106,100.0,98.936,100.0,100.0
4CII_1_A,84.16,64.0,57.143,44.444,92.444,94.643,95.556,71.111,58.929,42.222
2DSY_1_A,58.906,59.77,100.0,100.0,63.218,100.0,100.0,60.92,60.465,64.706
1HPI_1_A,30.847,45.07,28.571,28.571,67.606,62.857,57.143,33.803,34.286,50.0
2KEL_1_A,61.72,26.786,25.0,45.455,78.571,64.286,54.545,96.429,100.0,100.0
2SCU_d2scud2,55.287,40.606,41.463,66.667,60.606,63.415,54.545,89.091,100.0,100.0
2X29_1_A,55.465,52.096,30.12,9.091,68.862,67.47,72.727,86.228,85.542,78.788
1R26_1_A,57.53,60.0,64.516,100.0,65.6,74.194,84.0,91.2,100.0,100.0
1WE9_1_A,57.886,79.688,100.0,100.0,51.562,53.125,100.0,51.562,68.75,83.333
4PJO_8_K,81.124,85.0,80.0,83.333,100.0,100.0,100.0,100.0,100.0,100.0
1H0H_2_B,57.961,63.084,78.505,97.619,67.757,64.486,73.81,50.467,18.692,14.286
5CXD_1_A,58.393,61.475,88.525,100.0,57.377,73.77,100.0,53.279,81.967,100.0
1BG6_d1bg6a2,55.854,50.0,53.261,86.111,73.913,70.652,100.0,76.63,90.217,100.0
3N3W_1_A,55.295,53.226,43.548,36.735,63.306,55.645,48.98,64.113,61.29,55.102
3MXN_2_B,51.955,61.333,96.0,100.0,66.0,92.0,100.0,64.0,90.667,100.0
4X33_1_A,50.167,100.0,100.0,100.0,82.54,100.0,100.0,44.444,64.516,100.0
3OMN_d3omnd1,74.71,62.0,48.0,40.0,91.0,94.0,95.0,81.0,78.0,65.0
3JVB_1_A,73.539,82.305,78.512,66.667,98.765,97.521,95.833,53.909,40.496,50.0
2J7Q_3_C,64.668,61.638,79.31,95.652,62.5,75.862,97.826,62.5,65.517,80.435
2FG9_1_A,66.78,67.978,69.663,100.0,57.303,60.674,65.714,95.506,100.0,100.0
2WZ9_1_A,57.66,52.941,56.579,100.0,67.974,64.474,86.667,88.889,100.0,100.0
2YPA_2_B,80.766,70.732,60.976,75.0,36.585,26.829,25.0,100.0,100.0,100.0
1YVR_d1yvra2,56.834,57.471,71.264,91.176,53.448,59.77,64.706,85.057,95.402,100.0
2O0P_1_A,50.439,43.443,54.098,100.0,79.508,73.77,83.333,81.967,90.164,100.0
4ZOT_1_A,52.29,60.119,94.048,100.0,52.381,77.381,100.0,73.81,79.762,90.909
3PFS_1_A,58.515,52.532,67.089,100.0,61.392,68.354,100.0,41.772,39.241,41.935
2OYA_1_A,46.088,59.804,64.706,95.0,50.0,45.098,25.0,34.314,39.216,30.0
2ZTD_1_A,68.173,56.604,82.075,85.714,50.943,77.358,90.476,63.679,74.528,100.0
1XZP_2_B,57.811,48.0,62.667,86.667,66.667,100.0,100.0,65.333,90.667,100.0
5AJ4_81_Bp,49.516,64.286,71.429,100.0,58.929,55.357,77.273,83.929,100.0,100.0
2HGC_d2hgca1,45.71,55.128,74.359,100.0,42.308,41.026,53.333,43.59,38.462,33.333
3ZYP_1_A,59.393,59.174,59.633,76.744,59.174,77.064,90.698,76.147,97.248,100.0
3PIW_1_A,61.001,71.429,65.0,62.5,65.839,50.0,34.375,52.795,37.5,25.0
1BYS_1_A,52.424,60.645,62.338,90.323,68.387,76.623,100.0,72.258,79.221,58.065
1SZH_1_A,53.487,47.826,46.25,53.125,58.385,56.25,75.0,69.565,55.0,21.875
2N5N_1_A,57.734,62.791,48.837,47.059,70.93,55.814,35.294,66.279,67.442,70.588
2MKA_1_A,78.46,64.706,52.941,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2CYY_1_A,71.659,55.629,72.0,100.0,68.874,69.333,100.0,94.702,100.0,100.0
2ZS0_4_D,58.145,57.931,47.222,27.586,68.966,61.111,37.931,49.655,45.833,37.931
3DHO_1_A,64.263,71.292,66.346,63.415,54.067,43.269,51.22,82.297,84.615,82.927
4TXW_1_A,53.004,54.335,44.186,55.882,46.821,38.372,50.0,97.688,100.0,100.0
2LVQ_2_D,54.882,46.154,38.462,80.0,42.308,50.0,80.0,55.769,53.846,60.0
2GLZ_1_A,59.619,71.895,75.0,100.0,69.935,69.737,76.667,41.176,69.737,90.0
2UWM_d2uwmb2,50.537,54.688,100.0,100.0,59.375,43.75,50.0,42.188,50.0,83.333
1XN7_1_A,59.139,62.821,58.974,86.667,48.718,38.462,40.0,42.308,46.154,100.0
1I94_d1i94m-,57.429,36.559,41.304,94.444,46.237,32.609,33.333,44.086,39.13,38.889
3QS2_1_A,61.232,43.085,34.043,62.162,75.532,74.468,62.162,84.574,90.426,97.297
3TGU_4_D,75.519,58.091,51.667,54.167,62.656,53.333,47.917,77.593,73.333,62.5
4MBQ_1_A,57.643,29.688,43.75,100.0,32.812,43.75,100.0,45.312,34.375,33.333
3OW2_9_G,55.886,70.968,64.516,83.333,90.323,100.0,100.0,35.484,22.581,8.333
1FRY_1_A,7.967,27.586,21.429,20.0,79.31,64.286,60.0,100.0,100.0,100.0
2RU4_1_A,51.864,29.565,22.807,17.391,70.435,57.895,65.217,67.826,61.404,56.522
4HCD_d4hcda1,65.946,46.4,56.452,100.0,64.0,100.0,100.0,68.0,98.387,100.0
2O08_1_A,61.938,43.617,38.298,51.351,47.872,47.872,51.351,43.617,32.979,29.73
2RJI_1_A,39.81,47.619,40.476,37.5,52.381,38.095,56.25,44.048,42.857,56.25
3MKW_2_B,60.854,43.478,46.377,81.481,68.841,60.87,62.963,42.029,34.783,25.926
1P22_2_B,69.139,56.552,59.722,100.0,60.0,58.333,79.31,41.379,36.111,55.172
3R6M_d3r6md2,56.889,74.286,86.538,100.0,70.476,100.0,100.0,44.762,48.077,61.905
2F1F_d2f1fb1,59.858,68.831,86.842,100.0,79.221,100.0,100.0,100.0,100.0,100.0
4V95_22_AY,71.872,48.571,37.143,39.286,50.714,50.0,100.0,71.429,90.0,100.0
2BKO_d2bkoa1,69.932,61.616,63.265,94.737,54.545,48.98,84.211,46.465,67.347,78.947
4O65_1_A,56.713,62.651,62.651,54.545,67.47,62.651,54.545,63.253,54.217,66.667
1R1A_4_4,36.288,61.364,40.909,0.0,95.455,100.0,100.0,100.0,100.0,100.0
2L9V_1_A,49.271,35.714,28.571,42.857,51.429,40.0,21.429,61.429,57.143,50.0
2FUP_1_A,61.169,57.962,51.282,58.065,75.159,65.385,51.613,43.312,34.615,29.032
2BM5_1_A,57.986,94.086,88.172,78.378,14.516,9.677,10.811,92.473,92.473,89.189
4UQY_2_B,54.438,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2KKY_1_A,41.398,51.961,72.549,100.0,49.02,47.059,85.0,73.529,78.431,80.0
4C2M_8_D,76.427,69.343,55.882,40.741,100.0,100.0,100.0,51.095,25.0,11.111
1UFO_1_A,62.82,61.345,58.824,72.34,52.521,53.782,82.979,72.269,84.874,97.872
1CR5_d1cr5b1,40.036,74.118,76.19,100.0,42.353,47.619,64.706,54.118,95.238,100.0
3FLH_1_A,57.319,68.548,59.677,83.333,49.194,50.0,95.833,92.742,95.161,91.667
2ODK_d2odkd2,52.441,25.49,20.0,50.0,25.49,8.0,20.0,43.137,32.0,20.0
3UH8_1_A,49.907,66.406,79.688,68.0,53.125,51.562,52.0,71.094,100.0,100.0
3HI2_2_B,53.374,74.257,100.0,100.0,77.228,98.0,100.0,53.465,44.0,35.0
1FCB_d1fcba2,41.45,63.918,60.417,100.0,60.825,47.917,47.368,47.423,50.0,89.474
2VZI_1_A,96.45,90.0,90.0,100.0,70.0,40.0,50.0,70.0,40.0,0.0
2CH0_1_A,68.398,71.429,72.727,92.308,78.947,71.212,76.923,68.421,65.152,38.462
3PGG_1_A,53.928,83.471,81.667,100.0,74.38,100.0,100.0,58.678,100.0,100.0
1CPB_2_B,60.139,52.995,50.0,55.814,76.959,79.63,81.395,82.949,79.63,74.419
2XME_1_A,59.12,61.638,54.31,69.565,62.931,58.621,80.435,72.845,91.379,100.0
4U4P_1_A,71.695,48.069,37.069,39.13,34.764,29.31,32.609,59.227,50.0,30.435
2IG3_1_A,60.543,37.795,26.984,40.0,78.74,74.603,68.0,59.055,61.905,52.0
1O7I_1_A,50.828,78.151,100.0,100.0,84.034,100.0,100.0,82.353,100.0,100.0
1N6J_4_G,60.355,22.857,17.647,14.286,100.0,100.0,100.0,100.0,100.0,100.0
4YUU_12_M1,85.562,84.259,83.333,85.714,100.0,100.0,100.0,100.0,100.0,100.0
4NG0_1_A,47.975,61.856,47.917,10.526,71.134,72.917,89.474,69.072,83.333,78.947
1KMH_d1kmha2,43.191,100.0,100.0,100.0,90.278,100.0,100.0,97.222,100.0,100.0
2KIT_1_A,75.849,30.303,43.75,100.0,75.758,50.0,16.667,100.0,100.0,100.0
4LP8_d4lp8a2,61.544,78.344,100.0,100.0,77.07,96.154,100.0,71.975,84.615,93.548
1A0H_d1a0hd1,55.972,54.128,57.407,95.238,63.303,61.111,80.952,39.45,35.185,38.095
2GQW_d2gqwa2,55.789,61.983,100.0,100.0,72.727,83.333,100.0,96.694,100.0,100.0
2I10_d2i10b2,66.339,61.864,57.627,56.522,60.169,50.847,60.87,36.441,35.593,52.174
3VYT_d3vyta-,33.543,53.846,92.308,100.0,65.385,69.231,100.0,53.846,69.231,100.0
2KNQ_1_A,54.329,57.042,100.0,100.0,59.859,95.775,100.0,54.225,49.296,46.429
2A3Z_3_C,67.474,79.31,64.286,60.0,100.0,100.0,100.0,100.0,100.0,100.0
1K92_d1k92a1,65.061,43.617,47.872,75.676,66.489,63.83,64.865,46.277,70.213,100.0
3RF3_d3rf3b1,66.852,61.719,56.25,44.0,58.594,56.25,80.0,54.688,68.75,84.0
1NYB_2_A,17.149,63.636,54.545,25.0,100.0,100.0,100.0,77.273,54.545,0.0
1YQ2_d1yq2f1,58.179,57.143,76.786,100.0,86.607,96.429,100.0,98.214,100.0,100.0
1C7S_d1c7sa1,59.193,66.667,98.077,100.0,63.81,80.769,100.0,60.0,46.154,19.048
1E7L_1_A,79.589,52.229,48.718,90.323,62.42,61.538,100.0,54.777,46.154,45.161
1NHS_d1nhsa2,54.498,42.276,65.574,66.667,62.602,86.885,100.0,97.561,100.0,100.0
2E3U_d2e3ua2,46.523,46.067,75.0,100.0,49.438,54.545,94.118,39.326,36.364,88.235
3WU2_7_H,82.615,77.778,80.645,83.333,93.651,87.097,83.333,100.0,100.0,100.0
4R71_3_E,71.277,81.287,100.0,100.0,74.269,90.588,100.0,64.327,76.471,97.059
2FI0_1_A,46.291,38.272,50.0,100.0,62.963,62.5,43.75,35.802,40.0,56.25
4J44_1_A,42.953,54.651,65.116,100.0,46.512,48.837,35.294,45.349,30.233,29.412
3OSE_1_A,55.83,83.333,100.0,100.0,90.0,100.0,100.0,40.0,40.0,62.5
1OLP_d1olpc2,53.89,83.471,86.667,100.0,45.455,63.333,83.333,94.215,100.0,100.0
2B9I_2_C,32.143,85.714,80.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0
1ZYB_d1zyba2,63.714,61.905,65.753,79.31,75.51,76.712,100.0,100.0,100.0,100.0
1HYU_d1hyua3,52.057,45.098,49.02,55.0,58.824,60.784,60.0,93.137,100.0,100.0
2N5X_1_A,66.082,55.319,46.809,66.667,95.745,91.489,77.778,64.894,61.702,55.556
4V9F_21_S,48.483,63.529,83.333,100.0,57.647,100.0,100.0,49.412,78.571,100.0
1XR0_1_A,54.339,100.0,100.0,100.0,100.0,100.0,100.0,68.182,36.364,0.0
1NMJ_1_A,41.964,60.714,42.857,20.0,100.0,100.0,100.0,82.143,100.0,100.0
5FU7_4_D,75.482,85.185,85.185,80.0,100.0,100.0,100.0,100.0,100.0,100.0
3CW1_3_A,44.775,90.805,81.609,100.0,54.598,70.115,100.0,63.218,96.552,100.0
3VUQ_1_A,73.46,45.989,39.785,59.459,56.15,54.839,72.973,43.85,40.86,45.946
1CEE_2_B,65.441,55.932,62.069,90.909,42.373,20.69,0.0,98.305,96.552,100.0
1YWW_d1ywwa-,38.722,43.077,53.125,92.308,29.231,21.875,7.692,52.308,40.625,46.154
1M98_d1m98a2,55.044,65.493,88.732,100.0,85.915,100.0,100.0,61.972,64.789,92.857
4HR3_d4hr3a2,67.78,33.333,23.077,22.581,53.205,43.59,48.387,51.282,50.0,38.71
4PV1_d4pv1d1,66.618,75.676,66.667,57.143,100.0,100.0,100.0,100.0,100.0,100.0
2QI2_d2qi2a3,47.346,31.579,31.915,63.158,51.579,42.553,31.579,46.316,89.362,100.0
2QHO_2_B,38.66,35.849,26.923,0.0,50.943,34.615,20.0,58.491,38.462,20.0
2FO1_d2fo1d1,87.402,63.492,54.839,50.0,100.0,100.0,100.0,100.0,100.0,100.0
4V9F_17_O,48.662,54.31,50.0,39.13,41.379,55.172,95.652,50.0,44.828,43.478
4TVA_d4tvab4,51.076,53.333,86.486,100.0,45.333,40.541,80.0,48.0,64.865,100.0
4JCG_1_A,38.942,25.926,17.5,18.75,50.617,37.5,37.5,38.272,30.0,31.25
3BVU_d3bvua1,65.06,72.973,63.636,36.364,64.865,58.182,59.091,33.333,20.0,13.636
1JYO_2_E,74.962,54.286,38.462,23.81,91.429,86.538,66.667,94.286,94.231,95.238
4BI8_1_A,51.494,75.248,74.0,80.0,44.554,36.0,5.0,46.535,36.0,25.0
2KIZ_1_A,51.607,65.217,97.059,100.0,39.13,29.412,46.154,53.623,50.0,53.846
2ATZ_1_A,62.222,45.0,43.333,36.111,63.333,64.444,55.556,58.333,76.667,100.0
3RKO_6_J,75.106,72.283,69.565,63.889,83.152,85.87,94.444,85.326,79.348,66.667
2I2J_1_A,72.789,23.81,10.0,25.0,100.0,100.0,100.0,66.667,30.0,0.0
4J32_1_A,55.118,59.77,72.414,94.118,75.862,75.862,97.059,52.874,55.172,100.0
2YZC_d2yzch1,62.863,62.595,75.385,100.0,71.756,98.462,100.0,84.733,100.0,100.0
2RK5_1_A,45.971,72.414,100.0,100.0,74.713,100.0,100.0,73.563,100.0,100.0
2OQ0_d2oq0d1,44.977,91.011,100.0,100.0,94.382,100.0,100.0,70.787,97.727,100.0
1ZGH_d1zgha1,45.421,70.968,100.0,100.0,82.258,100.0,100.0,51.613,45.161,33.333
1PYO_2_B,63.13,31.429,17.308,33.333,28.571,23.077,14.286,40.0,48.077,85.714
3U7Z_1_A,49.081,62.376,100.0,100.0,76.238,100.0,100.0,53.465,94.0,100.0
2JR3_1_A,32.2,47.619,57.143,87.5,28.571,23.81,62.5,52.381,38.095,12.5
2A0J_1_A,55.906,38.255,40.541,86.207,53.02,72.973,100.0,53.691,58.108,75.862
2BO9_2_B,65.765,64.414,96.396,100.0,86.486,100.0,100.0,62.162,61.261,81.818
1R8J_d1r8jb2,51.843,54.478,46.269,46.154,44.776,49.254,84.615,91.791,100.0,100.0
3FGV_1_A,61.736,58.491,66.038,100.0,54.717,73.585,100.0,100.0,100.0,100.0
2VSN_d2vsnb1,70.678,37.278,57.143,96.97,40.237,65.476,100.0,43.195,36.905,39.394
4AXP_1_A,77.94,75.229,79.63,90.476,100.0,100.0,100.0,100.0,100.0,100.0
1GR0_d1gr0a2,56.913,71.171,69.091,100.0,74.775,81.818,100.0,62.162,83.636,90.909
1YGH_1_A,58.321,60.366,78.049,90.625,65.244,82.927,93.75,48.78,57.317,87.5
4V9F_7_E,66.961,83.708,100.0,100.0,61.798,95.506,100.0,69.663,66.292,57.143
3BDJ_d3bdjb5,79.523,70.253,64.557,74.194,74.051,60.759,58.065,80.38,100.0,100.0
4RV2_2_B,57.894,62.411,77.143,92.857,63.83,71.429,85.714,30.496,15.714,3.571
2N8H_1_A,43.02,45.714,41.176,85.714,37.143,35.294,57.143,65.714,52.941,42.857
3D5T_d3d5td1,54.367,51.299,40.26,23.333,57.792,42.857,26.667,85.714,94.805,100.0
4CCG_1_A,60.838,62.736,66.038,100.0,64.623,92.453,100.0,67.925,62.264,57.143
3D4R_1_A,59.75,84.024,100.0,100.0,55.03,86.905,100.0,50.888,38.095,30.303
2OTM_1_A,54.385,53.896,63.636,100.0,57.143,45.455,23.333,68.831,88.312,100.0
1WK0_1_A,64.718,77.372,95.588,100.0,76.642,98.529,100.0,72.993,100.0,100.0
2DJ7_d2dj7a2,46.605,55.556,100.0,100.0,36.111,27.778,28.571,86.111,77.778,57.143
3B0B_1_B,77.883,45.794,39.623,76.19,56.075,43.396,52.381,64.486,58.491,47.619
1HYP_1_A,44.284,57.5,57.5,62.5,47.5,50.0,56.25,53.75,50.0,43.75
2UWJ_2_F,67.578,65.625,56.25,66.667,100.0,100.0,100.0,100.0,100.0,100.0
2DZM_1_A,64.44,72.0,66.0,100.0,60.0,76.0,100.0,56.0,98.0,100.0
1RLW_1_A,57.678,73.016,85.714,96.0,78.571,96.825,100.0,99.206,100.0,100.0
4WOL_1_A,88.43,72.727,68.75,66.667,100.0,100.0,100.0,100.0,100.0,100.0
1FFV_d1ffve1,73.796,55.714,57.143,71.429,65.0,58.571,60.714,82.857,100.0,100.0
4C5H_2_B,84.615,95.556,91.045,88.889,77.778,62.687,100.0,97.037,94.03,85.185
5DIR_1_A,63.187,64.894,64.894,100.0,63.298,59.574,89.189,60.638,63.83,67.568
4KT6_2_B,54.801,45.342,41.25,15.625,62.733,60.0,53.125,87.578,86.25,87.5
2C3V_2_B,42.791,68.627,66.667,75.0,29.412,9.804,10.0,50.0,76.471,100.0
2AZ2_2_A,64.143,63.014,52.778,35.714,60.274,47.222,42.857,52.055,41.667,42.857
3SEE_1_A,62.064,68.468,70.27,65.909,45.495,43.243,43.182,78.378,81.081,79.545
3RF3_d3rf3b2,68.396,54.615,40.0,50.0,46.923,40.0,61.538,43.077,47.692,76.923
4BJT_1_A,59.154,47.03,36.634,42.5,62.871,54.455,32.5,78.713,70.297,57.5
2XDH_1_A,54.763,61.35,67.901,81.25,47.239,51.852,40.625,77.914,80.247,100.0
2DHH_d2dhhc6,56.835,24.299,24.528,61.905,59.813,81.132,100.0,94.393,100.0,100.0
2KMF_1_A,58.556,66.957,64.912,47.826,57.391,49.123,65.217,49.565,42.105,52.174
1YXY_1_A,61.062,52.564,38.462,43.478,30.342,24.786,39.13,61.966,60.684,91.304
4ZYB_1_A,48.669,58.955,97.015,100.0,71.642,98.507,100.0,23.881,41.791,100.0
2MW1_1_A,55.358,66.949,88.136,100.0,63.559,84.746,100.0,38.983,54.237,100.0
3CED_1_A,61.401,65.306,77.551,100.0,80.612,91.837,100.0,100.0,100.0,100.0
1Q7H_d1q7ha2,42.723,98.485,100.0,100.0,40.909,57.576,100.0,74.242,78.788,61.538
4ZXM_d4zxma-,53.98,52.121,60.976,100.0,64.848,65.854,69.697,44.242,51.22,66.667
2OZ4_d2oz4a1,50.666,70.238,88.095,100.0,98.81,100.0,100.0,53.571,61.905,68.75
3VGF_d3vgfa3,42.615,92.537,100.0,100.0,62.687,100.0,100.0,82.09,100.0,100.0
1V58_d1v58b1,59.928,57.396,67.857,93.939,76.923,70.238,69.697,78.698,98.81,100.0
1WR6_1_A,67.259,63.964,45.455,40.909,54.054,52.727,72.727,26.126,27.273,50.0
4RUV_1_A,54.468,60.526,61.404,100.0,59.649,66.667,95.455,98.246,100.0,100.0
2BYK_2_B,78.412,55.469,34.375,48.0,45.312,43.75,52.0,78.906,65.625,60.0
3BFQ_1_G,57.3,62.121,63.636,50.0,77.273,71.212,34.615,81.818,92.424,92.308
2K0Z_1_A,49.479,51.818,40.0,50.0,45.455,67.273,100.0,87.273,100.0,100.0
2MTN_1_A,63.686,68.293,48.78,21.875,62.195,43.902,40.625,57.927,50.0,53.125
3EC4_1_A,65.382,64.035,71.053,97.778,63.158,67.544,100.0,53.509,63.158,73.333
5ADX_15_b,83.416,91.549,94.286,100.0,61.972,51.429,21.429,100.0,100.0,100.0
3E4V_1_A,59.455,70.968,96.774,100.0,74.194,97.849,100.0,81.183,86.022,100.0
1WEL_1_A,61.713,64.516,69.355,100.0,49.194,59.677,91.667,100.0,100.0,100.0
1DLC_d1dlca2,64.011,70.952,68.571,100.0,69.524,95.238,97.619,66.19,66.667,76.19
3DNO_3_C,75.323,48.193,48.78,68.75,60.241,68.293,100.0,97.59,100.0,100.0
2I9W_d2i9wa3,37.28,12.0,25.0,60.0,60.0,58.333,20.0,84.0,66.667,40.0
3MXN_1_A,66.221,63.057,93.59,100.0,68.153,100.0,100.0,54.777,69.231,87.097
5BRM_2_G,49.793,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3QH9_1_A,97.107,64.198,52.5,37.5,100.0,100.0,100.0,100.0,100.0,100.0
4RZL_1_A,63.836,54.741,67.241,95.652,68.966,70.69,95.652,53.017,34.483,52.174
4XPU_1_A,58.642,63.134,93.519,100.0,73.272,100.0,100.0,47.926,39.815,37.209
2MQB_1_A,55.865,72.368,75.0,100.0,75.0,88.158,100.0,68.421,100.0,100.0
3WVA_1_A,52.046,52.941,65.882,94.118,54.706,58.824,88.235,38.824,40.0,44.118
1ZY9_d1zy9a1,59.201,74.011,97.727,100.0,67.797,80.682,100.0,39.548,46.591,97.143
1FH1_1_A,42.659,78.261,73.913,61.111,82.609,65.217,72.222,82.609,76.087,77.778
1J2O_d1j2oa2,31.589,63.636,50.0,33.333,33.333,37.5,66.667,72.727,56.25,50.0
3KSP_1_A,58.542,76.744,100.0,100.0,100.0,100.0,100.0,62.791,93.75,100.0
4GAA_d4gaab1,62.281,68.627,87.255,100.0,72.549,88.235,100.0,96.078,100.0,100.0
1WDK_d1wdkb2,48.022,34.737,29.787,26.316,60.0,53.191,73.684,64.211,61.702,63.158
1M56_4_D,90.76,66.667,72.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
1HTM_2_B,79.917,60.87,55.072,48.148,80.435,75.362,59.259,75.362,63.768,33.333
1FKM_d1fkma1,67.592,67.01,60.825,39.474,73.196,65.979,60.526,57.732,53.608,39.474
1YTZ_1_T,85.605,68.224,58.491,42.857,96.262,92.453,90.476,100.0,100.0,100.0
5C13_1_A,55.386,71.875,100.0,100.0,37.5,59.375,75.0,45.312,46.875,83.333
2LPY_1_A,64.321,58.065,48.387,41.667,76.613,64.516,66.667,83.065,82.258,70.833
4ZZF_1_A,60.424,76.027,91.781,100.0,63.699,64.384,86.207,54.795,89.041,100.0
2DMY_1_A,60.74,76.289,100.0,100.0,85.567,97.917,100.0,57.732,41.667,26.316
4UJD_8_AE,63.015,79.747,84.81,80.645,90.506,89.873,90.323,69.62,70.886,51.613
2AJ6_d2aj6a1,60.945,55.932,93.22,100.0,56.78,96.61,100.0,42.373,45.763,78.261
4G2S_1_A,53.24,75.676,100.0,100.0,94.595,100.0,100.0,80.18,100.0,100.0
2ZAU_d2zauc2,57.864,60.44,59.341,77.778,74.725,64.835,61.111,59.89,91.209,100.0
1DPJ_2_B,88.466,84.848,87.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2I9N_1_A,58.586,51.515,81.25,100.0,51.515,37.5,16.667,100.0,100.0,100.0
3J9W_24_B0,59.096,61.29,80.645,100.0,62.903,100.0,100.0,50.0,48.387,33.333
4QHZ_1_A,66.423,59.35,75.61,83.673,53.252,60.976,65.306,67.48,84.553,89.796
4RCK_1_A,70.483,58.182,56.364,63.636,58.636,57.273,61.364,50.0,44.545,27.273
2W1J_1_A,59.016,46.698,67.925,100.0,53.774,78.302,83.333,70.755,87.736,100.0
2Y9U_1_A,47.316,34.783,23.529,53.846,27.536,14.706,7.692,57.971,52.941,30.769
1S7K_1_A,63.656,64.835,100.0,100.0,65.385,92.308,100.0,79.67,94.505,97.222
2F1F_1_A,68.203,60.976,81.707,100.0,70.122,82.927,100.0,97.561,100.0,100.0
